accession,pub_title,first_aut,pubmed_id,pub_date,geo_origin,asm_method,seq_tech
MH981915.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981916.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981917.1,The maternal inheritance of Alto Parana revealed by full mitogenome sequences,"Simao, F.",30594063.0,,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981918.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981919.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981920.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981921.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981922.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981924.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981925.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981926.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH981927.1,The maternal inheritance of Alto Paraná revealed by full mitogenome sequences.,Simão F,30594063.0,03-2019,Paraguay: Alto Parana,Integrative Genomics Viewer v. 2.4.14,IonTorrent
MH983007.1,Direct Submission,"Greenspan, B.",,09-2018,Finland: Iisalmi,,
MK005150.1,Direct Submission,"Greenspan, B.",,09-2018,Russia: Pistojarvi,,
MK005153.1,Direct Submission,"Greenspan, B.",,09-2018,England: Nottinghamshire: Edwinstowe,,
MK005154.1,Direct Submission,"Greenspan, B.",,09-2018,England: Norfolk,,
MK007328.1,Direct Submission,"Krahn, T.",,09-2018,Germany: Rheinfelden,,
MK026006.1,Direct Submission,"Greenspan, B.",,10-2018,USA: VA,,
MK026007.1,Direct Submission,"Greenspan, B.",,10-2018,Russia: Tyumen: Puzyri,,
MK036912.1,Direct Submission,"Greenspan, B.",,09-2018,Croatia: Rijeka,,
MK036913.1,Direct Submission,"Greenspan, B.",,10-2018,Spain: Madrid,,
MK037384.1,Direct Submission,"Greenspan, B.",,10-2018,USA: MA: Worcester: Milford,,
MK040466.1,Direct Submission,"Greenspan, B.",,10-2018,USA: Pennsylvania,,
MK040467.1,Direct Submission,"Greenspan, B.",,10-2018,Finland,,
MK040558.1,Direct Submission,"Greenspan, B.",,10-2018,USA: Imperial CA,,
MK040559.1,Direct Submission,"Greenspan, B.",,10-2018,United States: CA,,
MK040560.1,Direct Submission,"Greenspan, B.",,10-2018,"Finland, Kauhajoki",,
MK040987.1,Direct Submission,"Greenspan, B.",,10-2018,Poland: Lomza,,
MK041084.1,Direct Submission,"Greenspan, B.",,10-2018,Chile,,
MK043347.1,Direct Submission,"Greenspan, B.",,10-2018,,,
MK043967.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043968.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043969.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043970.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043971.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043972.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043973.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043974.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043975.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043976.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043977.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043978.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043979.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043980.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043981.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043982.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043983.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043984.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043985.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043986.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043987.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043988.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043989.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043990.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043991.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043992.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043993.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043994.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043995.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043996.2,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043997.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043998.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK043999.1,Complete mitogenome of a caste population of Western India,"Sikdar, M.",,,,Seqscape v. 2.5,Sanger dideoxy sequencing
MK049276.1,Direct Submission,"Greenspan, B.",,10-2018,Somalia: Galkayo,,
MK049277.1,Direct Submission,"Greenspan, B.",,10-2018,,,
MK049278.1,Direct Submission,"Greenspan, B.",,10-2018,England: Somerset,,
MK049279.1,Direct Submission,"Greenspan, B.",,10-2018,USA: MA,,
MK052991.1,Direct Submission,"Greenspan, B.",,10-2018,USA: NY,,
MK052992.1,Direct Submission,"Greenspan, B.",,10-2018,Poland,,
MK052993.1,Direct Submission,"Greenspan, B.",,10-2018,,,
MK059485.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059486.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059487.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059488.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059489.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059490.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059491.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059492.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059493.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059494.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
MK059495.1,Genetic resiliency and the Black Death: No apparent loss of mitogenomic diversity due to the Black Death in medieval London and Denmark.,Klunk J,30964548.0,06-2019,Denmark,bwa v. 0.5.10-evan.8-2-gc441d10; schmutzi v. 2015,Illumina
