accession,seq_tech,geo_origin,source,asm_method,pub_title,first_aut,pubmed_id,pub_date
MF362713.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362714.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362715.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362716.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362717.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362718.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362719.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362720.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362721.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362722.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362724.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362725.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362730.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362732.1,Illumina,,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362733.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362734.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362737.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362739.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362740.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362741.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362742.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362743.1,Illumina,Armenia,NCBI,BWA v. 0.6.2,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362744.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362745.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362746.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362747.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362748.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362749.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362750.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362751.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362752.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362753.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362754.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362755.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362756.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362757.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362758.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362759.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362760.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362761.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362762.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362763.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362764.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362765.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362766.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362767.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362768.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362769.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362770.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362771.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362772.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362773.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362774.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362775.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362776.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362777.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362778.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362779.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362780.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362781.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362782.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362783.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362784.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362785.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362786.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362787.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362788.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362789.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362790.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362791.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362792.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362793.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362794.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362795.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362796.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362797.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362798.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362799.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362800.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362801.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362802.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362803.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362804.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362805.1,,Armenia: Oshakan,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362806.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362807.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362808.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362809.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362810.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362811.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362812.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362813.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362814.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362815.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362816.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362817.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362818.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362819.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362820.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362821.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362822.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362823.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362824.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362825.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362826.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362827.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362828.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362829.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362830.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362831.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362832.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362833.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362834.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362835.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362836.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362837.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362838.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362839.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362840.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362841.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362842.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362843.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362844.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362845.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362846.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362847.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362848.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362849.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362850.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362851.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362852.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362853.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362854.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362855.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362856.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362857.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362858.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362859.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362860.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362861.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
MF362862.1,,,NCBI,,Eight Millennia of Matrilineal Genetic Continuity in the South Caucasus.,Margaryan A,28669760.0,07-2017
